"workflow_slug","skill_slug","sort_order"
"workflow-rental-late-fee-calculator-standard","skill-rental-business-tools-calculation","10"
"workflow-rental-late-fee-calculator-standard","skill-engine-formula","20"
"workflow-rental-fleet-revenue-per-asset-calculator-standard","skill-rental-business-tools-calculation","10"
"workflow-rental-fleet-revenue-per-asset-calculator-standard","skill-engine-formula","20"
"workflow-salon-revenue-per-chair-calculator-standard","skill-salon-tools-calculation","10"
"workflow-salon-revenue-per-chair-calculator-standard","skill-engine-formula","20"
"workflow-salon-chair-utilization-calculator-standard","skill-salon-tools-calculation","10"
"workflow-salon-chair-utilization-calculator-standard","skill-engine-formula","20"
"workflow-salon-average-ticket-calculator-standard","skill-salon-tools-calculation","10"
"workflow-salon-average-ticket-calculator-standard","skill-engine-formula","20"
"workflow-salon-rebooking-rate-calculator-standard","skill-salon-tools-calculation","10"
"workflow-salon-rebooking-rate-calculator-standard","skill-engine-formula","20"
"workflow-salon-product-attachment-rate-calculator-standard","skill-salon-tools-calculation","10"
"workflow-salon-product-attachment-rate-calculator-standard","skill-engine-formula","20"
"workflow-salon-staff-commission-calculator-standard","skill-salon-tools-calculation","10"
"workflow-salon-staff-commission-calculator-standard","skill-engine-formula","20"
"workflow-salon-treatment-margin-calculator-standard","skill-salon-tools-calculation","10"
"workflow-salon-treatment-margin-calculator-standard","skill-engine-formula","20"
"workflow-salon-no-show-rate-calculator-standard","skill-salon-tools-calculation","10"
"workflow-salon-no-show-rate-calculator-standard","skill-engine-formula","20"
"workflow-salon-daily-capacity-calculator-standard","skill-salon-tools-calculation","10"
"workflow-salon-daily-capacity-calculator-standard","skill-engine-formula","20"
"workflow-telecom-subscriber-churn-calculator-standard","skill-telecom-tools-calculation","10"
"workflow-telecom-subscriber-churn-calculator-standard","skill-engine-formula","20"
"workflow-salon-break-even-appointments-calculator-standard","skill-salon-tools-calculation","10"
"workflow-salon-break-even-appointments-calculator-standard","skill-engine-formula","20"
"workflow-bakery-ingredient-cost-per-batch-calculator-standard","skill-bakery-tools-calculation","10"
"workflow-bakery-ingredient-cost-per-batch-calculator-standard","skill-engine-formula","20"
"workflow-bakery-cost-per-item-calculator-standard","skill-bakery-tools-calculation","10"
"workflow-bakery-cost-per-item-calculator-standard","skill-engine-formula","20"
"workflow-bakery-gross-margin-calculator-standard","skill-bakery-tools-calculation","10"
"workflow-bakery-gross-margin-calculator-standard","skill-engine-formula","20"
"workflow-bakery-waste-rate-calculator-standard","skill-bakery-tools-calculation","10"
"workflow-bakery-waste-rate-calculator-standard","skill-engine-formula","20"
"workflow-bakery-daily-production-capacity-calculator-standard","skill-bakery-tools-calculation","10"
"workflow-bakery-daily-production-capacity-calculator-standard","skill-engine-formula","20"
"workflow-bakery-oven-utilization-calculator-standard","skill-bakery-tools-calculation","10"
"workflow-bakery-oven-utilization-calculator-standard","skill-engine-formula","20"
"workflow-bakery-break-even-items-calculator-standard","skill-bakery-tools-calculation","10"
"workflow-bakery-break-even-items-calculator-standard","skill-engine-formula","20"
"workflow-bakery-packaging-cost-calculator-standard","skill-bakery-tools-calculation","10"
"workflow-bakery-packaging-cost-calculator-standard","skill-engine-formula","20"
